Namespace(alpha=0.4, beta=0.5, cl_batch_size=0, dataset='wisconsin', dropedge_rate_1=0.2, dropedge_rate_2=0.2, dropnode_rate_1=0.0, dropnode_rate_2=0.0, dropout=0.5, emb_dim=512, epochs=400, eval_freq=10, gamma=0.5, lr=0.001, maskfeat_rate_1=0.4, maskfeat_rate_2=0.4, nlayers_enc=2, nlayers_proj=2, ntrials=400, proj_dim=128, sparse=0)
[TEST] Trial:0000 | Epoch:0010 | CL loss:-0.2432 | VAL ACC:72.50 | TEST ACC:76.47
[TEST] Trial:0161 | Epoch:0240 | CL loss:-0.7289 | VAL ACC:68.75 | TEST ACC:84.31
[TEST] Trial:0161 | Epoch:0250 | CL loss:-0.7172 | VAL ACC:70.00 | TEST ACC:86.27
[TEST] Trial:0161 | Epoch:0260 | CL loss:-0.7286 | VAL ACC:66.25 | TEST ACC:80.39
[TEST] Trial:0161 | Epoch:0270 | CL loss:-0.7301 | VAL ACC:68.75 | TEST ACC:76.47
[TEST] Trial:0161 | Epoch:0280 | CL loss:-0.7240 | VAL ACC:70.00 | TEST ACC:88.24
[TEST] Trial:0161 | Epoch:0290 | CL loss:-0.7378 | VAL ACC:65.00 | TEST ACC:86.27
[TEST] Trial:0161 | Epoch:0300 | CL loss:-0.7295 | VAL ACC:67.50 | TEST ACC:86.27
[TEST] Trial:0161 | Epoch:0310 | CL loss:-0.7471 | VAL ACC:67.50 | TEST ACC:86.27
[TEST] Trial:0161 | Epoch:0320 | CL loss:-0.7456 | VAL ACC:70.00 | TEST ACC:86.27
[TEST] Trial:0161 | Epoch:0330 | CL loss:-0.7348 | VAL ACC:62.50 | TEST ACC:84.31
[TEST] Trial:0161 | Epoch:0340 | CL loss:-0.7399 | VAL ACC:66.25 | TEST ACC:80.39
[TEST] Trial:0161 | Epoch:0350 | CL loss:-0.7451 | VAL ACC:71.25 | TEST ACC:86.27
[TEST] Trial:0161 | Epoch:0360 | CL loss:-0.7345 | VAL ACC:68.75 | TEST ACC:84.31
[TEST] Trial:0161 | Epoch:0370 | CL loss:-0.7401 | VAL ACC:67.50 | TEST ACC:80.39
[TEST] Trial:0161 | Epoch:0380 | CL loss:-0.7302 | VAL ACC:66.25 | TEST ACC:82.35
[TEST] Trial:0161 | Epoch:0390 | CL loss:-0.7429 | VAL ACC:63.75 | TEST ACC:84.31
[TEST] Trial:0161 | Epoch:0400 | CL loss:-0.7421 | VAL ACC:70.00 | TEST ACC:82.35
[TEST] Trial:0162 | Epoch:0010 | CL loss:-0.2449 | VAL ACC:77.50 | TEST ACC:72.55
[TEST] Trial:0162 | Epoch:0020 | CL loss:-0.3356 | VAL ACC:75.00 | TEST ACC:76.47
[TEST] Trial:0162 | Epoch:0030 | CL loss:-0.3965 | VAL ACC:77.50 | TEST ACC:72.55
[TEST] Trial:0162 | Epoch:0040 | CL loss:-0.4654 | VAL ACC:76.25 | TEST ACC:68.63
[TEST] Trial:0162 | Epoch:0050 | CL loss:-0.5177 | VAL ACC:67.50 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0060 | CL loss:-0.5632 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0162 | Epoch:0070 | CL loss:-0.6186 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0162 | Epoch:0080 | CL loss:-0.6451 | VAL ACC:72.50 | TEST ACC:64.71
[TEST] Trial:0162 | Epoch:0090 | CL loss:-0.6701 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0162 | Epoch:0100 | CL loss:-0.6926 | VAL ACC:70.00 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0110 | CL loss:-0.6931 | VAL ACC:77.50 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0120 | CL loss:-0.7038 | VAL ACC:73.75 | TEST ACC:58.82
[TEST] Trial:0162 | Epoch:0130 | CL loss:-0.7162 | VAL ACC:78.75 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0140 | CL loss:-0.7306 | VAL ACC:76.25 | TEST ACC:72.55
[TEST] Trial:0162 | Epoch:0150 | CL loss:-0.7220 | VAL ACC:70.00 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0160 | CL loss:-0.7293 | VAL ACC:72.50 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0170 | CL loss:-0.7200 | VAL ACC:76.25 | TEST ACC:68.63
[TEST] Trial:0162 | Epoch:0180 | CL loss:-0.7312 | VAL ACC:77.50 | TEST ACC:66.67
[TEST] Trial:0162 | Epoch:0190 | CL loss:-0.7366 | VAL ACC:77.50 | TEST ACC:70.59
[TEST] Trial:0162 | Epoch:0200 | CL loss:-0.7366 | VAL ACC:78.75 | TEST ACC:68.63
[TEST] Trial:0162 | Epoch:0210 | CL loss:-0.7294 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0162 | Epoch:0220 | CL loss:-0.7083 | VAL ACC:76.25 | TEST ACC:70.59
[TEST] Trial:0162 | Epoch:0230 | CL loss:-0.7217 | VAL ACC:81.25 | TEST ACC:74.51
[TEST] Trial:0162 | Epoch:0240 | CL loss:-0.7364 | VAL ACC:72.50 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0250 | CL loss:-0.7376 | VAL ACC:66.25 | TEST ACC:60.78
[TEST] Trial:0162 | Epoch:0260 | CL loss:-0.7210 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0162 | Epoch:0270 | CL loss:-0.7460 | VAL ACC:75.00 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0280 | CL loss:-0.7277 | VAL ACC:77.50 | TEST ACC:68.63
[TEST] Trial:0162 | Epoch:0290 | CL loss:-0.7380 | VAL ACC:75.00 | TEST ACC:72.55
[TEST] Trial:0162 | Epoch:0300 | CL loss:-0.7371 | VAL ACC:77.50 | TEST ACC:64.71
[TEST] Trial:0162 | Epoch:0310 | CL loss:-0.7314 | VAL ACC:71.25 | TEST ACC:60.78
[TEST] Trial:0162 | Epoch:0320 | CL loss:-0.7291 | VAL ACC:78.75 | TEST ACC:60.78
[TEST] Trial:0162 | Epoch:0330 | CL loss:-0.7317 | VAL ACC:75.00 | TEST ACC:60.78
[TEST] Trial:0162 | Epoch:0340 | CL loss:-0.7463 | VAL ACC:75.00 | TEST ACC:64.71
[TEST] Trial:0162 | Epoch:0350 | CL loss:-0.7388 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0162 | Epoch:0360 | CL loss:-0.7366 | VAL ACC:73.75 | TEST ACC:60.78
[TEST] Trial:0162 | Epoch:0370 | CL loss:-0.7376 | VAL ACC:76.25 | TEST ACC:66.67
[TEST] Trial:0162 | Epoch:0380 | CL loss:-0.7452 | VAL ACC:72.50 | TEST ACC:62.75
[TEST] Trial:0162 | Epoch:0390 | CL loss:-0.7388 | VAL ACC:67.50 | TEST ACC:66.67
[TEST] Trial:0162 | Epoch:0400 | CL loss:-0.7316 | VAL ACC:75.00 | TEST ACC:72.55
[TEST] Trial:0163 | Epoch:0010 | CL loss:-0.2372 | VAL ACC:76.25 | TEST ACC:72.55
[TEST] Trial:0163 | Epoch:0020 | CL loss:-0.3263 | VAL ACC:78.75 | TEST ACC:78.43
[TEST] Trial:0163 | Epoch:0030 | CL loss:-0.3890 | VAL ACC:78.75 | TEST ACC:70.59
[TEST] Trial:0163 | Epoch:0040 | CL loss:-0.4459 | VAL ACC:80.00 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0050 | CL loss:-0.4999 | VAL ACC:80.00 | TEST ACC:70.59
[TEST] Trial:0163 | Epoch:0060 | CL loss:-0.5537 | VAL ACC:76.25 | TEST ACC:62.75
[TEST] Trial:0163 | Epoch:0070 | CL loss:-0.6003 | VAL ACC:76.25 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0080 | CL loss:-0.6263 | VAL ACC:72.50 | TEST ACC:58.82
[TEST] Trial:0163 | Epoch:0090 | CL loss:-0.6571 | VAL ACC:73.75 | TEST ACC:82.35
[TEST] Trial:0163 | Epoch:0100 | CL loss:-0.6417 | VAL ACC:77.50 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0110 | CL loss:-0.6570 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0163 | Epoch:0120 | CL loss:-0.6848 | VAL ACC:76.25 | TEST ACC:64.71
[TEST] Trial:0163 | Epoch:0130 | CL loss:-0.6919 | VAL ACC:77.50 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0140 | CL loss:-0.7092 | VAL ACC:78.75 | TEST ACC:68.63
[TEST] Trial:0163 | Epoch:0150 | CL loss:-0.6901 | VAL ACC:77.50 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0160 | CL loss:-0.6953 | VAL ACC:76.25 | TEST ACC:68.63
[TEST] Trial:0163 | Epoch:0170 | CL loss:-0.7092 | VAL ACC:76.25 | TEST ACC:68.63
[TEST] Trial:0163 | Epoch:0180 | CL loss:-0.7086 | VAL ACC:80.00 | TEST ACC:62.75
[TEST] Trial:0163 | Epoch:0190 | CL loss:-0.7248 | VAL ACC:78.75 | TEST ACC:62.75
[TEST] Trial:0163 | Epoch:0200 | CL loss:-0.7193 | VAL ACC:78.75 | TEST ACC:58.82
[TEST] Trial:0163 | Epoch:0210 | CL loss:-0.7042 | VAL ACC:78.75 | TEST ACC:62.75
[TEST] Trial:0163 | Epoch:0220 | CL loss:-0.7218 | VAL ACC:76.25 | TEST ACC:64.71
[TEST] Trial:0163 | Epoch:0230 | CL loss:-0.7161 | VAL ACC:77.50 | TEST ACC:72.55
[TEST] Trial:0163 | Epoch:0240 | CL loss:-0.7145 | VAL ACC:77.50 | TEST ACC:60.78
[TEST] Trial:0163 | Epoch:0250 | CL loss:-0.7145 | VAL ACC:77.50 | TEST ACC:72.55
[TEST] Trial:0163 | Epoch:0260 | CL loss:-0.7145 | VAL ACC:80.00 | TEST ACC:64.71
[TEST] Trial:0163 | Epoch:0270 | CL loss:-0.7251 | VAL ACC:78.75 | TEST ACC:64.71
[TEST] Trial:0163 | Epoch:0280 | CL loss:-0.7167 | VAL ACC:78.75 | TEST ACC:70.59
[TEST] Trial:0163 | Epoch:0290 | CL loss:-0.7263 | VAL ACC:82.50 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0300 | CL loss:-0.7244 | VAL ACC:75.00 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0310 | CL loss:-0.7300 | VAL ACC:81.25 | TEST ACC:68.63
[TEST] Trial:0163 | Epoch:0320 | CL loss:-0.7292 | VAL ACC:80.00 | TEST ACC:68.63
[TEST] Trial:0163 | Epoch:0330 | CL loss:-0.7368 | VAL ACC:80.00 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0340 | CL loss:-0.7413 | VAL ACC:78.75 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0350 | CL loss:-0.7442 | VAL ACC:80.00 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0360 | CL loss:-0.7331 | VAL ACC:78.75 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0370 | CL loss:-0.7454 | VAL ACC:78.75 | TEST ACC:66.67
[TEST] Trial:0163 | Epoch:0380 | CL loss:-0.7456 | VAL ACC:78.75 | TEST ACC:64.71
[TEST] Trial:0163 | Epoch:0390 | CL loss:-0.7274 | VAL ACC:73.75 | TEST ACC:72.55
[TEST] Trial:0163 | Epoch:0400 | CL loss:-0.7515 | VAL ACC:75.00 | TEST ACC:72.55
[TEST] Trial:0164 | Epoch:0010 | CL loss:-0.2581 | VAL ACC:70.00 | TEST ACC:70.59
[TEST] Trial:0164 | Epoch:0020 | CL loss:-0.3667 | VAL ACC:68.75 | TEST ACC:76.47
[TEST] Trial:0164 | Epoch:0030 | CL loss:-0.4374 | VAL ACC:72.50 | TEST ACC:70.59
[TEST] Trial:0164 | Epoch:0040 | CL loss:-0.5002 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0164 | Epoch:0050 | CL loss:-0.5457 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0164 | Epoch:0060 | CL loss:-0.5846 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0164 | Epoch:0070 | CL loss:-0.6433 | VAL ACC:70.00 | TEST ACC:68.63
[TEST] Trial:0164 | Epoch:0080 | CL loss:-0.6496 | VAL ACC:72.50 | TEST ACC:68.63
[TEST] Trial:0164 | Epoch:0090 | CL loss:-0.6776 | VAL ACC:70.00 | TEST ACC:66.67
[TEST] Trial:0164 | Epoch:0100 | CL loss:-0.6834 | VAL ACC:70.00 | TEST ACC:68.63
[TEST] Trial:0164 | Epoch:0110 | CL loss:-0.7044 | VAL ACC:71.25 | TEST ACC:80.39
[TEST] Trial:0164 | Epoch:0120 | CL loss:-0.7039 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0164 | Epoch:0130 | CL loss:-0.7126 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0164 | Epoch:0140 | CL loss:-0.7006 | VAL ACC:72.50 | TEST ACC:74.51
[TEST] Trial:0164 | Epoch:0150 | CL loss:-0.7060 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0164 | Epoch:0160 | CL loss:-0.7091 | VAL ACC:71.25 | TEST ACC:68.63
[TEST] Trial:0164 | Epoch:0170 | CL loss:-0.7235 | VAL ACC:66.25 | TEST ACC:76.47
[TEST] Trial:0164 | Epoch:0180 | CL loss:-0.7205 | VAL ACC:75.00 | TEST ACC:76.47
[TEST] Trial:0164 | Epoch:0190 | CL loss:-0.7177 | VAL ACC:70.00 | TEST ACC:78.43
[TEST] Trial:0164 | Epoch:0200 | CL loss:-0.7285 | VAL ACC:73.75 | TEST ACC:84.31
[TEST] Trial:0164 | Epoch:0210 | CL loss:-0.7322 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0164 | Epoch:0220 | CL loss:-0.7276 | VAL ACC:70.00 | TEST ACC:78.43
[TEST] Trial:0164 | Epoch:0230 | CL loss:-0.7314 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0164 | Epoch:0240 | CL loss:-0.7210 | VAL ACC:68.75 | TEST ACC:76.47
[TEST] Trial:0164 | Epoch:0250 | CL loss:-0.7343 | VAL ACC:68.75 | TEST ACC:68.63
[TEST] Trial:0164 | Epoch:0260 | CL loss:-0.7359 | VAL ACC:68.75 | TEST ACC:64.71
[TEST] Trial:0164 | Epoch:0270 | CL loss:-0.7349 | VAL ACC:68.75 | TEST ACC:82.35
[TEST] Trial:0164 | Epoch:0280 | CL loss:-0.7332 | VAL ACC:68.75 | TEST ACC:74.51
[TEST] Trial:0164 | Epoch:0290 | CL loss:-0.7425 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0164 | Epoch:0300 | CL loss:-0.7368 | VAL ACC:66.25 | TEST ACC:72.55
[TEST] Trial:0164 | Epoch:0310 | CL loss:-0.7480 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0164 | Epoch:0320 | CL loss:-0.7421 | VAL ACC:68.75 | TEST ACC:78.43
[TEST] Trial:0164 | Epoch:0330 | CL loss:-0.7422 | VAL ACC:67.50 | TEST ACC:72.55
[TEST] Trial:0164 | Epoch:0340 | CL loss:-0.7325 | VAL ACC:72.50 | TEST ACC:74.51
[TEST] Trial:0164 | Epoch:0350 | CL loss:-0.7469 | VAL ACC:70.00 | TEST ACC:76.47
[TEST] Trial:0164 | Epoch:0360 | CL loss:-0.7384 | VAL ACC:70.00 | TEST ACC:70.59
[TEST] Trial:0164 | Epoch:0370 | CL loss:-0.7452 | VAL ACC:66.25 | TEST ACC:72.55
[TEST] Trial:0164 | Epoch:0380 | CL loss:-0.7401 | VAL ACC:67.50 | TEST ACC:68.63
[TEST] Trial:0164 | Epoch:0390 | CL loss:-0.7506 | VAL ACC:68.75 | TEST ACC:70.59
[TEST] Trial:0164 | Epoch:0400 | CL loss:-0.7460 | VAL ACC:67.50 | TEST ACC:68.63
[TEST] Trial:0165 | Epoch:0010 | CL loss:-0.2254 | VAL ACC:76.25 | TEST ACC:78.43
[TEST] Trial:0165 | Epoch:0020 | CL loss:-0.3376 | VAL ACC:76.25 | TEST ACC:68.63
[TEST] Trial:0165 | Epoch:0030 | CL loss:-0.4101 | VAL ACC:81.25 | TEST ACC:68.63
[TEST] Trial:0165 | Epoch:0040 | CL loss:-0.4776 | VAL ACC:78.75 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0050 | CL loss:-0.5045 | VAL ACC:75.00 | TEST ACC:74.51
[TEST] Trial:0165 | Epoch:0060 | CL loss:-0.5535 | VAL ACC:80.00 | TEST ACC:68.63
[TEST] Trial:0165 | Epoch:0070 | CL loss:-0.6183 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0165 | Epoch:0080 | CL loss:-0.6329 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0090 | CL loss:-0.6440 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0100 | CL loss:-0.6714 | VAL ACC:76.25 | TEST ACC:76.47
[TEST] Trial:0165 | Epoch:0110 | CL loss:-0.6778 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0120 | CL loss:-0.6958 | VAL ACC:75.00 | TEST ACC:74.51
[TEST] Trial:0165 | Epoch:0130 | CL loss:-0.7006 | VAL ACC:70.00 | TEST ACC:68.63
[TEST] Trial:0165 | Epoch:0140 | CL loss:-0.6989 | VAL ACC:76.25 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0150 | CL loss:-0.6981 | VAL ACC:73.75 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0160 | CL loss:-0.7101 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0170 | CL loss:-0.7080 | VAL ACC:67.50 | TEST ACC:60.78
[TEST] Trial:0165 | Epoch:0180 | CL loss:-0.7133 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0165 | Epoch:0190 | CL loss:-0.7216 | VAL ACC:75.00 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0200 | CL loss:-0.7081 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0210 | CL loss:-0.7048 | VAL ACC:75.00 | TEST ACC:62.75
[TEST] Trial:0165 | Epoch:0220 | CL loss:-0.6947 | VAL ACC:71.25 | TEST ACC:60.78
[TEST] Trial:0165 | Epoch:0230 | CL loss:-0.7175 | VAL ACC:72.50 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0240 | CL loss:-0.7081 | VAL ACC:73.75 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0250 | CL loss:-0.7083 | VAL ACC:70.00 | TEST ACC:74.51
[TEST] Trial:0165 | Epoch:0260 | CL loss:-0.7204 | VAL ACC:67.50 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0270 | CL loss:-0.7269 | VAL ACC:70.00 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0280 | CL loss:-0.7061 | VAL ACC:73.75 | TEST ACC:76.47
[TEST] Trial:0165 | Epoch:0290 | CL loss:-0.7188 | VAL ACC:70.00 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0300 | CL loss:-0.7271 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0310 | CL loss:-0.7132 | VAL ACC:77.50 | TEST ACC:66.67
[TEST] Trial:0165 | Epoch:0320 | CL loss:-0.7269 | VAL ACC:75.00 | TEST ACC:76.47
[TEST] Trial:0165 | Epoch:0330 | CL loss:-0.7304 | VAL ACC:76.25 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0340 | CL loss:-0.7320 | VAL ACC:70.00 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0350 | CL loss:-0.7458 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0360 | CL loss:-0.7311 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0165 | Epoch:0370 | CL loss:-0.7343 | VAL ACC:68.75 | TEST ACC:68.63
[TEST] Trial:0165 | Epoch:0380 | CL loss:-0.7414 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0165 | Epoch:0390 | CL loss:-0.7381 | VAL ACC:73.75 | TEST ACC:66.67
[TEST] Trial:0165 | Epoch:0400 | CL loss:-0.7379 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0010 | CL loss:-0.2676 | VAL ACC:72.50 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0020 | CL loss:-0.3351 | VAL ACC:72.50 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0030 | CL loss:-0.4048 | VAL ACC:80.00 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0040 | CL loss:-0.4539 | VAL ACC:72.50 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0050 | CL loss:-0.4942 | VAL ACC:70.00 | TEST ACC:76.47
[TEST] Trial:0166 | Epoch:0060 | CL loss:-0.5475 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0166 | Epoch:0070 | CL loss:-0.5997 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0080 | CL loss:-0.6333 | VAL ACC:67.50 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0090 | CL loss:-0.6613 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0166 | Epoch:0100 | CL loss:-0.6777 | VAL ACC:71.25 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0110 | CL loss:-0.7026 | VAL ACC:70.00 | TEST ACC:76.47
[TEST] Trial:0166 | Epoch:0120 | CL loss:-0.6959 | VAL ACC:67.50 | TEST ACC:76.47
[TEST] Trial:0166 | Epoch:0130 | CL loss:-0.6936 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0140 | CL loss:-0.7081 | VAL ACC:70.00 | TEST ACC:76.47
[TEST] Trial:0166 | Epoch:0150 | CL loss:-0.7103 | VAL ACC:70.00 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0160 | CL loss:-0.7172 | VAL ACC:67.50 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0170 | CL loss:-0.7183 | VAL ACC:73.75 | TEST ACC:76.47
[TEST] Trial:0166 | Epoch:0180 | CL loss:-0.7274 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0190 | CL loss:-0.7369 | VAL ACC:73.75 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0200 | CL loss:-0.7123 | VAL ACC:68.75 | TEST ACC:74.51
[TEST] Trial:0166 | Epoch:0210 | CL loss:-0.7155 | VAL ACC:67.50 | TEST ACC:74.51
[TEST] Trial:0166 | Epoch:0220 | CL loss:-0.7235 | VAL ACC:66.25 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0230 | CL loss:-0.7363 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0166 | Epoch:0240 | CL loss:-0.7363 | VAL ACC:71.25 | TEST ACC:74.51
[TEST] Trial:0166 | Epoch:0250 | CL loss:-0.7405 | VAL ACC:67.50 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0260 | CL loss:-0.7417 | VAL ACC:71.25 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0270 | CL loss:-0.7395 | VAL ACC:68.75 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0280 | CL loss:-0.7520 | VAL ACC:68.75 | TEST ACC:68.63
[TEST] Trial:0166 | Epoch:0290 | CL loss:-0.7329 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0300 | CL loss:-0.7471 | VAL ACC:68.75 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0310 | CL loss:-0.7348 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0320 | CL loss:-0.7415 | VAL ACC:72.50 | TEST ACC:82.35
[TEST] Trial:0166 | Epoch:0330 | CL loss:-0.7461 | VAL ACC:70.00 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0340 | CL loss:-0.7444 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0166 | Epoch:0350 | CL loss:-0.7382 | VAL ACC:71.25 | TEST ACC:76.47
[TEST] Trial:0166 | Epoch:0360 | CL loss:-0.7509 | VAL ACC:66.25 | TEST ACC:72.55
[TEST] Trial:0166 | Epoch:0370 | CL loss:-0.7395 | VAL ACC:73.75 | TEST ACC:74.51
[TEST] Trial:0166 | Epoch:0380 | CL loss:-0.7516 | VAL ACC:72.50 | TEST ACC:78.43
[TEST] Trial:0166 | Epoch:0390 | CL loss:-0.7455 | VAL ACC:71.25 | TEST ACC:70.59
[TEST] Trial:0166 | Epoch:0400 | CL loss:-0.7542 | VAL ACC:71.25 | TEST ACC:76.47
[TEST] Trial:0167 | Epoch:0010 | CL loss:-0.2147 | VAL ACC:76.25 | TEST ACC:70.59
[TEST] Trial:0167 | Epoch:0020 | CL loss:-0.3127 | VAL ACC:76.25 | TEST ACC:64.71
[TEST] Trial:0167 | Epoch:0030 | CL loss:-0.4042 | VAL ACC:73.75 | TEST ACC:72.55
[TEST] Trial:0167 | Epoch:0040 | CL loss:-0.4596 | VAL ACC:72.50 | TEST ACC:66.67
[TEST] Trial:0167 | Epoch:0050 | CL loss:-0.5028 | VAL ACC:77.50 | TEST ACC:68.63
[TEST] Trial:0167 | Epoch:0060 | CL loss:-0.5416 | VAL ACC:73.75 | TEST ACC:68.63
[TEST] Trial:0167 | Epoch:0070 | CL loss:-0.5889 | VAL ACC:78.75 | TEST ACC:76.47
[TEST] Trial:0167 | Epoch:0080 | CL loss:-0.6196 | VAL ACC:76.25 | TEST ACC:68.63
[TEST] Trial:0167 | Epoch:0090 | CL loss:-0.6317 | VAL ACC:76.25 | TEST ACC:72.55
[TEST] Trial:0167 | Epoch:0100 | CL loss:-0.6541 | VAL ACC:73.75 | TEST ACC:64.71
[TEST] Trial:0167 | Epoch:0110 | CL loss:-0.6498 | VAL ACC:78.75 | TEST ACC:64.71
[TEST] Trial:0167 | Epoch:0120 | CL loss:-0.6940 | VAL ACC:81.25 | TEST ACC:68.63
[TEST] Trial:0167 | Epoch:0130 | CL loss:-0.7028 | VAL ACC:77.50 | TEST ACC:66.67
[TEST] Trial:0167 | Epoch:0140 | CL loss:-0.7043 | VAL ACC:71.25 | TEST ACC:64.71
[TEST] Trial:0167 | Epoch:0150 | CL loss:-0.7198 | VAL ACC:75.00 | TEST ACC:66.67
[TEST] Trial:0167 | Epoch:0160 | CL loss:-0.7144 | VAL ACC:75.00 | TEST ACC:66.67
[TEST] Trial:0167 | Epoch:0170 | CL loss:-0.7212 | VAL ACC:70.00 | TEST ACC:58.82
[TEST] Trial:0167 | Epoch:0180 | CL loss:-0.7231 | VAL ACC:77.50 | TEST ACC:60.78
[TEST] Trial:0167 | Epoch:0190 | CL loss:-0.7252 | VAL ACC:78.75 | TEST ACC:70.59
[TEST] Trial:0167 | Epoch:0200 | CL loss:-0.7248 | VAL ACC:73.75 | TEST ACC:62.75
[TEST] Trial:0167 | Epoch:0210 | CL loss:-0.7328 | VAL ACC:72.50 | TEST ACC:74.51
[TEST] Trial:0167 | Epoch:0220 | CL loss:-0.7181 | VAL ACC:72.50 | TEST ACC:72.55
[TEST] Trial:0167 | Epoch:0230 | CL loss:-0.7156 | VAL ACC:72.50 | TEST ACC:70.59
